Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
7,7,4,969.0,FL,CLT,ATL,227.0,1
9,23,5,995.0,WN,MHT,PHL,290.0,0
3,4,6,1094.0,XE,EWR,CLT,529.0,0
2,27,7,1195.0,MQ,ORD,LSE,215.0,0
3,17,5,690.0,UA,LAX,ORD,1745.0,1
8,22,2,525.0,UA,DCA,ORD,612.0,0
6,30,4,851.0,DL,ATL,BHM,134.0,1
1,31,1,630.0,WN,ISP,BNA,803.0,0
1,28,6,940.0,US,BOS,DCA,399.0,0
8,9,2,1282.0,AA,ORD,DFW,802.0,0
5,8,7,822.0,US,SEA,CLT,2279.0,0
5,12,5,965.0,XE,EWR,MHT,209.0,1
2,16,4,570.0,WN,AUS,SAN,1164.0,0
5,1,7,630.0,WN,BUR,SJC,296.0,0
3,8,3,636.0,MQ,CLT,DFW,936.0,0
1,23,1,1034.0,US,PHX,SFO,651.0,0
6,11,6,1179.0,AA,DFW,OKC,175.0,0
1,22,6,520.0,OO,SLC,BOI,291.0,0
8,5,5,608.0,AS,BRW,FAI,503.0,0
4,18,2,1225.0,WN,LAS,PHX,256.0,0
1,9,7,315.0,OH,ROC,ATL,749.0,0
3,26,7,690.0,B6,TPA,BOS,1185.0,0
8,22,2,1029.0,CO,ORD,IAH,925.0,0
3,6,7,729.0,DL,RDU,ATL,356.0,0
2,18,5,1221.0,WN,MCO,ISP,972.0,1
9,1,5,620.0,YV,PHX,BFL,425.0,0
2,7,1,479.0,CO,SAN,EWR,2425.0,0
9,20,2,513.0,UA,SFO,KOA,2367.0,0
10,1,6,1117.0,DL,ATL,LAS,1747.0,0
7,30,7,1437.0,US,LAS,SEA,866.0,0
2,14,2,1316.0,YV,IAD,CAE,401.0,1
3,30,4,686.0,OO,SLC,RNO,422.0,0
8,25,4,599.0,XE,IAD,EWR,213.0,0
8,16,3,696.0,US,BUF,CLT,546.0,0
3,17,4,555.0,DH,IAD,SYR,296.0,0
1,2,1,600.0,WN,CLE,BNA,448.0,0
6,22,4,1232.0,CO,MSY,IAH,305.0,1
3,30,4,984.0,OO,PDX,SFO,550.0,1
6,4,6,826.0,AA,LGA,DFW,1389.0,0
11,9,3,567.0,UA,ORD,MIA,1197.0,0
12,6,2,687.0,UA,ORD,BDL,783.0,1
3,17,4,392.0,DL,FLL,JFK,1069.0,0
5,24,2,436.0,NW,DTW,MCO,957.0,0
10,9,7,536.0,EV,ATL,ISO,406.0,0
5,12,5,1255.0,WN,RDU,BWI,255.0,0
3,21,1,975.0,US,PIT,LGA,335.0,1
5,24,2,783.0,OO,LAX,FAT,209.0,0
4,5,3,1179.0,AA,MCI,DFW,460.0,0
1,5,4,923.0,HA,OGG,SEA,2640.0,0
6,20,2,1080.0,EV,ATL,SDF,321.0,1
3,28,1,921.0,MQ,RDU,CMH,361.0,0
11,2,4,653.0,MQ,LGA,CLT,544.0,1
3,3,4,365.0,FL,ROC,ATL,749.0,0
7,11,1,1156.0,US,CLT,MYR,156.0,0
5,2,2,879.0,UA,DEN,SJC,948.0,0
10,12,3,1125.0,DL,CVG,LAS,1678.0,1
12,10,7,1014.0,UA,ORD,MSP,334.0,0
3,30,3,443.0,NW,STL,MEM,256.0,0
6,9,4,543.0,EV,ATL,IAH,689.0,0
2,19,7,568.0,HA,HNL,OGG,100.0,0
12,17,7,801.0,OO,FWA,ORD,157.0,0
10,23,7,481.0,DL,DCA,ATL,547.0,0
5,23,2,770.0,YV,IAD,ROA,177.0,0
2,15,3,1225.0,WN,LAS,HOU,1235.0,1
5,9,2,870.0,WN,SAN,SMF,480.0,0
12,27,3,1319.0,B6,FLL,JFK,1069.0,1
4,23,6,910.0,WN,SAN,PHX,304.0,0
8,28,1,482.0,US,PHL,TPA,920.0,1
5,8,7,580.0,WN,BWI,MCI,967.0,0
5,3,2,701.0,NW,MSP,SFO,1589.0,0
2,24,5,360.0,OH,LGA,DCA,214.0,0
10,2,7,1036.0,WN,SEA,OAK,671.0,1
5,1,1,820.0,MQ,DFW,TYS,772.0,0
3,23,4,365.0,DL,DCA,ATL,547.0,0
9,21,4,1245.0,OO,DTW,ORD,235.0,0
12,3,6,725.0,AA,DFW,STL,551.0,0
10,21,5,471.0,TZ,LGA,MDW,725.0,0
8,23,3,1169.0,FL,MDW,BOS,861.0,1
7,6,4,371.0,CO,PDX,IAH,1825.0,0
6,21,2,1241.0,XE,CLE,MCI,694.0,0
1,6,5,455.0,OO,FAT,SLC,501.0,1
4,13,3,1105.0,UA,LAX,ORD,1745.0,1
9,8,5,558.0,WN,STL,BWI,737.0,0
2,17,5,734.0,EV,AEX,ATL,500.0,0
3,20,1,1334.0,NW,SFO,DTW,2079.0,0
4,27,4,1222.0,WN,HOU,BWI,1246.0,1
12,13,2,1209.0,MQ,MIA,CLE,1080.0,0
3,19,6,947.0,HP,LAS,SNA,226.0,0
3,12,6,1350.0,MQ,LAX,SAN,109.0,0
12,26,2,420.0,AA,DFW,SEA,1660.0,0
8,29,2,378.0,WN,BOI,SLC,291.0,0
7,18,1,524.0,XE,CLE,DCA,310.0,0
9,8,5,866.0,XE,EWR,MKE,725.0,0
10,20,5,455.0,OO,SJC,SBA,234.0,0
11,29,2,728.0,OO,LAX,CLD,86.0,0
3,23,4,383.0,AA,DFW,LGA,1389.0,0
9,16,6,379.0,NW,TPA,MEM,656.0,0
10,20,4,1143.0,DL,CVG,MCO,756.0,0
1,5,3,1072.0,WN,RDU,PHX,1891.0,1
9,21,4,785.0,OO,FAT,SFO,158.0,0
8,28,1,744.0,DL,FLL,BOS,1237.0,0
12,13,3,501.0,DL,ATL,LAX,1946.0,1
3,1,3,421.0,NW,ATL,DTW,594.0,0
2,7,2,774.0,US,LGA,BOS,185.0,0
8,12,6,923.0,WN,SLC,SEA,689.0,0
6,29,4,510.0,MQ,DFW,LFT,351.0,0
8,17,3,1233.0,US,PIT,TPA,873.0,0
4,5,2,861.0,AS,PDX,PSP,873.0,0
4,24,1,475.0,DL,BDL,ATL,859.0,0
5,1,1,1098.0,AA,IAD,DFW,1172.0,0
2,7,2,1122.0,MQ,AMA,DFW,313.0,0
9,27,2,845.0,WN,ELP,DAL,562.0,0
9,15,5,353.0,MQ,DCA,JFK,213.0,0
12,28,4,502.0,XE,DAL,IAH,217.0,0
12,18,1,768.0,WN,PHL,MCO,861.0,0
1,2,7,312.0,EV,DHN,ATL,171.0,0
12,1,4,1090.0,AA,DFW,SLC,988.0,0
1,8,6,865.0,WN,LAS,ISP,2283.0,0
4,25,2,1175.0,XE,BTV,EWR,266.0,1
6,20,2,949.0,NW,MSP,PHL,980.0,0
11,11,5,1173.0,NW,DCA,MSP,931.0,0
9,21,3,905.0,WN,PHX,SNA,338.0,0
9,11,7,1019.0,FL,DAY,BWI,406.0,0
3,26,7,1328.0,MQ,MIA,ORF,802.0,1
9,27,2,1012.0,AS,OAK,SNA,371.0,0
10,1,7,1026.0,WN,BWI,BNA,588.0,0
2,19,6,730.0,EV,EYW,ATL,646.0,0
5,13,6,459.0,AA,ABQ,ORD,1118.0,0
8,13,6,838.0,AA,MSY,LGA,1183.0,0
7,1,5,1157.0,WN,DAL,SAT,248.0,1
2,15,2,1381.0,HP,LAS,JFK,2248.0,0
5,16,1,449.0,XE,CLE,IAD,288.0,0
10,24,2,292.0,NW,MOT,MSP,449.0,0
1,2,1,915.0,B6,MCO,EWR,938.0,0
1,20,4,601.0,XE,MHT,EWR,209.0,0
1,5,3,1239.0,NW,HNL,OGG,100.0,1
5,9,2,1135.0,MQ,DBQ,ORD,147.0,1
12,11,7,539.0,MQ,BDL,RDU,532.0,0
5,5,5,1127.0,US,BOS,LGA,185.0,1
1,27,4,370.0,WN,RNO,SJC,188.0,0
3,6,7,721.0,UA,ORD,DCA,612.0,0
12,31,7,790.0,UA,PHX,ORD,1440.0,1
5,9,1,880.0,WN,BWI,CLE,314.0,0
12,18,7,1106.0,US,MIA,CLT,650.0,0
5,24,2,1145.0,XE,IAH,MLU,262.0,0
4,7,5,689.0,CO,CLE,EWR,404.0,0
6,22,3,1169.0,MQ,LIT,DFW,304.0,0
1,13,5,1096.0,MQ,ACT,DFW,89.0,1
7,7,5,407.0,NW,BHM,MEM,211.0,0
4,27,3,570.0,OH,CAE,CVG,404.0,0
6,25,7,375.0,B6,BOS,LGB,2602.0,0
12,11,1,1381.0,OO,LAX,FAT,209.0,1
2,6,1,382.0,F9,PDX,DEN,992.0,0
7,11,2,623.0,CO,IAH,SAN,1303.0,0
9,2,5,605.0,WN,RNO,SLC,422.0,0
12,2,5,1238.0,HP,LAS,DFW,1055.0,0
10,29,7,1159.0,UA,ORD,PHL,678.0,0
9,3,7,595.0,OH,CAK,CVG,214.0,0
11,25,6,762.0,F9,DEN,RNO,804.0,0
5,16,2,722.0,DL,DCA,ATL,547.0,0
11,19,6,1117.0,XE,IAH,BRO,308.0,0
10,4,2,1069.0,DL,ATL,MCO,403.0,0
7,3,1,1126.0,NW,IND,DTW,231.0,0
8,24,3,1081.0,MQ,SHV,DFW,190.0,0
9,8,5,723.0,DL,ATL,JAX,270.0,0
11,6,7,684.0,HP,PHX,SAN,304.0,0
3,20,7,756.0,AS,SMF,SEA,605.0,0
8,18,5,954.0,WN,BDL,BWI,283.0,0
9,13,3,446.0,MQ,LGA,RDU,431.0,1
9,20,3,877.0,CO,IAH,AUS,140.0,0
8,27,7,595.0,WN,PHX,OMA,1037.0,0
3,1,3,1341.0,AA,ORD,STL,258.0,0
5,20,6,860.0,WN,ELP,LBB,295.0,0
6,30,5,1278.0,AA,MIA,ORD,1197.0,1
12,12,1,539.0,TZ,IND,MCO,828.0,0
5,24,3,720.0,WN,LAX,OAK,337.0,0
8,10,4,825.0,WN,SJC,ONT,333.0,0
6,29,3,1259.0,DL,OGG,SLC,2936.0,0
1,14,6,491.0,AA,CMH,DFW,927.0,0
2,7,1,408.0,TZ,MDW,PIE,999.0,0
3,6,7,591.0,WN,ONT,SJC,333.0,0
3,27,1,1040.0,WN,SNA,SMF,404.0,0
9,12,2,1016.0,B6,HOU,JFK,1428.0,0
9,20,3,702.0,AA,ORD,MIA,1197.0,1
10,5,3,311.0,OO,FAT,SFO,158.0,0
12,5,1,1205.0,AA,DFW,LGA,1389.0,1
3,17,4,17.0,NW,LAX,DTW,1979.0,0
11,11,6,1184.0,US,CLT,CHS,168.0,0
12,27,3,536.0,YV,RDU,IAD,224.0,1
5,31,3,431.0,XE,BHM,EWR,850.0,0
6,26,7,585.0,HP,MCO,PHX,1848.0,1
12,3,6,1288.0,MQ,JFK,RDU,426.0,0
3,20,7,360.0,EV,PIA,ATL,564.0,0
1,20,5,495.0,US,BDL,CLT,644.0,0
2,14,2,451.0,XE,IAH,SLC,1195.0,0
4,29,5,584.0,AA,ORD,FLL,1182.0,0
4,20,3,1031.0,NW,DTW,MKE,238.0,0
11,17,5,1305.0,YV,IAH,LAS,1222.0,0
2,18,5,776.0,NW,MSP,TPA,1307.0,0
10,22,7,505.0,UA,PHX,IAD,1956.0,0
9,1,5,404.0,CO,EWR,LAX,2454.0,0
7,8,5,470.0,WN,LAS,PHX,256.0,0
2,1,2,603.0,US,PHL,CMH,405.0,0
8,26,6,748.0,US,SAN,PHX,304.0,0
11,28,1,648.0,XE,IAH,CHS,925.0,0
6,4,7,37.0,CO,SEA,IAH,1874.0,0
8,4,5,1396.0,EV,ATL,MKE,669.0,1
6,10,5,1252.0,AS,SEA,ANC,1449.0,0
1,5,3,629.0,XE,DCA,CLE,310.0,0
10,28,5,459.0,US,CLT,SEA,2279.0,0
6,14,3,613.0,AA,ATL,DFW,732.0,0
7,8,5,842.0,US,DCA,FLL,899.0,0
10,12,3,552.0,OH,BGR,BOS,201.0,0
6,8,4,722.0,NW,SNA,MSP,1522.0,0
10,25,2,358.0,AS,ANC,OTZ,549.0,0
9,20,3,881.0,CO,IAH,SFO,1635.0,0
4,13,3,1050.0,US,CLT,BWI,361.0,0
7,7,5,1074.0,XE,CVG,IAH,871.0,0
7,13,3,557.0,NW,ALB,DTW,488.0,0
1,5,4,734.0,DL,ATL,SRQ,445.0,0
6,16,4,725.0,WN,SAT,DAL,248.0,0
1,9,7,1288.0,NW,MSP,STL,449.0,1
11,26,6,752.0,WN,BDL,BWI,283.0,0
5,7,7,599.0,DL,ATL,RDU,356.0,0
5,24,2,845.0,UA,SLC,DEN,391.0,1
1,14,5,854.0,DH,TYS,MCO,532.0,0
2,20,1,479.0,OO,ORD,LNK,466.0,0
5,19,5,970.0,XE,DTW,EWR,487.0,1
3,25,5,1338.0,TZ,IND,PIE,840.0,1
5,21,7,1232.0,OO,SMF,LAX,373.0,0
1,1,6,1166.0,DL,SLC,SMF,532.0,1
7,3,1,596.0,WN,SLC,LAS,368.0,0
4,15,6,567.0,B6,JFK,ROC,264.0,0
4,25,1,457.0,CO,IAH,MIA,964.0,0
1,23,1,1263.0,NW,DTW,BUF,240.0,0
12,27,3,1069.0,FL,ROC,BOS,343.0,1
5,16,1,940.0,OO,COS,SFO,963.0,0
11,25,5,624.0,AS,JNU,YAK,199.0,0
10,25,3,449.0,WN,SAT,HOU,192.0,0
10,9,1,635.0,MQ,TUL,DFW,237.0,0
8,16,3,1181.0,WN,MDW,LAS,1521.0,0
1,11,3,830.0,OO,ONT,LAX,47.0,0
5,14,7,1351.0,CO,SFO,IAH,1635.0,1
5,17,3,480.0,TZ,LAX,HNL,2556.0,0
9,1,5,1285.0,F9,DEN,SNA,846.0,0
3,19,6,658.0,DH,IAD,PIT,183.0,0
11,27,1,561.0,XE,MAF,IAH,429.0,0
8,10,3,1290.0,AA,DFW,MSY,448.0,0
7,25,1,1030.0,NW,CMH,DTW,155.0,0
8,11,4,1025.0,MQ,MKE,DFW,853.0,0
2,1,3,513.0,US,PIT,DEN,1290.0,0
2,5,7,1155.0,WN,PHX,BNA,1448.0,0
1,7,6,795.0,UA,ORD,RIC,642.0,0
1,19,4,927.0,CO,EWR,BOS,200.0,0
9,4,7,425.0,WN,RDU,MCO,534.0,0
4,17,1,363.0,MQ,LEX,DFW,785.0,0
11,29,2,600.0,OO,SAN,LAX,109.0,0
3,21,1,1115.0,UA,DEN,ONT,819.0,0
5,17,2,1307.0,EV,ATL,BTR,449.0,0
5,30,1,871.0,DH,CHS,IAD,441.0,0
10,21,5,520.0,WN,SMF,SEA,605.0,0
9,10,6,683.0,NW,BWI,MSP,936.0,0
7,5,2,1053.0,MQ,EVV,DFW,642.0,1
7,17,7,1002.0,DH,IAD,TPA,810.0,1
8,5,6,734.0,WN,MDW,BWI,611.0,0
4,6,4,990.0,WN,LAS,ORF,2155.0,1
1,4,2,1290.0,UA,ORD,PHX,1440.0,1
12,14,3,1110.0,WN,OAK,LAX,337.0,0
6,13,2,852.0,OH,PIT,CVG,256.0,0
11,11,5,985.0,AA,DFW,LAX,1235.0,1
3,26,6,1007.0,FL,DFW,BWI,1217.0,1
6,28,2,503.0,XE,DFW,CLE,1021.0,1
8,1,1,6.0,NW,LAX,DTW,1979.0,0
11,17,4,1220.0,WN,SNA,SJC,342.0,0
9,23,5,766.0,OH,CVG,EVV,170.0,0
3,6,1,1034.0,US,FLL,PIT,994.0,0
12,17,7,945.0,AA,DCA,DFW,1192.0,0
2,10,5,748.0,UA,PIT,ORD,412.0,0
5,18,3,511.0,DL,ATL,DEN,1199.0,0
5,10,3,617.0,CO,EWR,RSW,1068.0,0
6,8,3,546.0,FL,ATL,JAX,270.0,0
7,22,6,767.0,WN,BWI,BNA,588.0,1
6,29,4,822.0,XE,CMH,CLE,112.0,0
10,17,2,454.0,AA,IAH,ORD,925.0,1
1,29,7,684.0,UA,SFO,EWR,2565.0,0
6,9,5,645.0,AS,FAI,ANC,261.0,0
1,13,4,936.0,DL,RSW,CVG,879.0,0
12,25,1,670.0,WN,SMF,PHX,647.0,0
5,14,6,847.0,WN,ABQ,MCI,718.0,0
1,18,2,771.0,AA,MIA,STT,1107.0,1
1,15,6,884.0,XE,BOS,CLE,563.0,0
2,22,3,942.0,OO,TVC,ORD,224.0,0
4,22,6,443.0,XE,SDF,CLE,304.0,1
6,27,1,1048.0,NW,MSP,SAN,1532.0,0
10,4,3,642.0,WN,LAX,MDW,1750.0,0
3,2,3,785.0,AS,KTN,SEA,680.0,0
9,8,4,1153.0,US,CLT,CHS,168.0,0
3,21,2,821.0,OO,LEX,ORD,323.0,0
5,31,2,797.0,NW,MSP,CLT,930.0,0
2,14,2,725.0,CO,TPA,EWR,998.0,0
2,26,6,790.0,AA,MCI,DFW,460.0,0
5,18,3,971.0,OO,RAP,DEN,301.0,0
10,30,1,948.0,OO,SNA,LAX,36.0,0
8,18,5,1013.0,XE,CLE,IND,261.0,0
6,7,2,1215.0,DL,ATL,CHS,259.0,1
10,1,7,484.0,UA,SFO,LAS,414.0,0
9,8,4,361.0,AS,SEA,SJC,697.0,0
4,9,6,454.0,OO,RDD,SFO,199.0,0
2,27,7,538.0,AA,LAX,HNL,2556.0,0
3,8,2,507.0,MQ,LGA,RDU,431.0,0
11,12,6,877.0,OH,LGA,CHS,641.0,1
7,16,7,516.0,MQ,ORD,DAY,240.0,0
1,15,6,1350.0,OO,LAX,ONT,47.0,0
7,2,6,624.0,OO,DEN,AUS,775.0,0
5,2,2,531.0,NW,ANC,MSP,2518.0,0
1,17,2,1018.0,AA,IAH,ORD,925.0,1
2,4,5,1377.0,EV,ATL,STL,483.0,0
6,5,7,747.0,OO,EKO,SLC,200.0,0
8,9,2,1156.0,AA,ORD,TUL,585.0,0
3,21,1,929.0,US,CLT,SYR,603.0,0
9,28,4,675.0,EV,ATL,SRQ,445.0,0
5,4,4,998.0,UA,IAD,DEN,1452.0,0
9,26,2,962.0,AA,DFW,FLL,1119.0,0
3,23,3,719.0,FL,BUF,ATL,712.0,0
6,15,4,555.0,WN,LAS,SNA,226.0,0
10,17,1,748.0,DL,BOS,LGA,185.0,0
4,18,2,1054.0,US,CLT,BWI,361.0,0
5,4,3,545.0,XE,CLE,GSP,450.0,0
11,27,1,702.0,WN,ABQ,ELP,223.0,1
10,28,6,1347.0,NW,DTW,LGA,501.0,1
9,13,3,665.0,DL,LGA,ATL,761.0,0
8,16,2,425.0,WN,BUR,LAS,223.0,0
5,20,5,465.0,OH,ORD,CVG,264.0,1
12,5,1,1000.0,OH,GSP,CVG,317.0,1
12,10,6,1150.0,WN,ABQ,MCO,1552.0,1
1,21,5,494.0,US,PHL,IND,587.0,0
1,29,7,579.0,DL,ATL,DCA,547.0,0
5,30,2,41.0,NW,SFO,MSP,1589.0,0
6,18,6,1155.0,DL,ATL,BDL,859.0,0
3,16,3,465.0,WN,DAL,TUL,237.0,0
10,20,5,1000.0,EV,ATL,MLI,633.0,1
12,9,6,521.0,WN,ONT,SJC,333.0,0
5,14,6,633.0,DH,IAD,PIT,183.0,0
4,21,5,597.0,YV,ORD,BMI,116.0,0
4,4,1,1082.0,DL,SLC,BOS,2105.0,1
11,18,6,1056.0,FL,BOS,BWI,370.0,0
12,31,7,701.0,XE,IAH,MCI,643.0,0
11,24,5,795.0,UA,LAS,IAD,2066.0,0
8,22,2,623.0,CO,PHX,IAH,1009.0,0
9,28,4,1170.0,AS,GEG,SEA,224.0,0
4,24,7,1014.0,OO,TXK,IAH,252.0,0
6,19,1,440.0,OH,JAX,CVG,614.0,0
1,19,3,986.0,AA,AUS,HOU,148.0,0
4,7,5,615.0,WN,TUL,HOU,453.0,0
8,1,1,935.0,WN,MHT,BNA,938.0,1
8,2,3,664.0,MQ,BOS,LGA,185.0,0
5,26,4,390.0,EV,SFO,SLC,599.0,0
2,22,3,381.0,XE,GSO,IAH,986.0,0
2,16,4,1308.0,FL,ATL,RDU,356.0,1
12,18,1,1151.0,NW,DTW,LGA,501.0,0
10,9,1,1005.0,CO,EWR,MCO,938.0,0
6,22,4,1187.0,WN,TPA,BWI,842.0,1
3,11,6,360.0,EV,GPT,ATL,352.0,0
3,24,5,1129.0,UA,SAN,SFO,447.0,1
10,10,1,764.0,US,DCA,BOS,399.0,0
11,24,4,767.0,AS,SNA,PDX,859.0,0
12,31,6,1118.0,AA,ICT,DFW,328.0,0
6,25,6,1045.0,FL,ATL,BUF,712.0,0
10,10,1,524.0,XE,IAD,IAH,1190.0,0
5,15,1,357.0,UA,PHX,DEN,602.0,0
3,14,1,550.0,OO,SLC,BZN,347.0,0
8,24,4,990.0,OH,ROC,CVG,461.0,0
5,17,2,565.0,AA,DFW,DCA,1192.0,0
9,22,4,1086.0,HP,PHX,ABQ,328.0,0
1,24,2,860.0,EV,BQK,ATL,238.0,0
10,31,2,1042.0,YV,PHX,TUS,110.0,0
9,10,7,1226.0,OO,ORD,CHS,760.0,1
8,18,5,468.0,US,CLT,DFW,936.0,0
6,14,2,913.0,CO,BOS,EWR,200.0,1
2,27,7,576.0,AS,SNA,SEA,978.0,0
7,20,4,1151.0,WN,AMA,DAL,324.0,1
10,11,2,1056.0,CO,CLE,MCO,895.0,0
9,10,7,441.0,F9,DEN,FLL,1703.0,0
7,29,5,785.0,WN,BWI,SDF,495.0,0
8,6,7,983.0,AS,SEA,LAX,954.0,0
5,11,3,1364.0,HP,LAS,CLE,1825.0,0
10,24,2,1354.0,US,PHL,BOS,280.0,0
5,3,3,547.0,B6,JFK,SJU,1597.0,0
7,2,7,532.0,WN,BNA,BHM,177.0,0
5,5,4,666.0,AA,LAX,DFW,1235.0,0
12,13,2,888.0,AA,BWI,MIA,946.0,0
9,22,5,692.0,WN,SAN,SAT,1129.0,1
8,28,7,1187.0,NW,MEM,DFW,432.0,0
7,17,1,360.0,WN,OAK,LAX,337.0,0
4,26,2,689.0,DL,LGA,DCA,214.0,0
11,20,1,418.0,FL,DFW,ATL,732.0,0
2,13,1,510.0,OH,CVG,GRR,268.0,0
10,5,3,715.0,WN,TPA,PVD,1137.0,0
12,24,7,719.0,US,PDX,PHX,1009.0,1
3,31,4,799.0,NW,MSP,CLT,930.0,0
2,22,3,488.0,UA,LAS,IAD,2066.0,0
2,23,3,541.0,UA,IAD,TPA,810.0,0
6,14,3,1035.0,UA,DEN,PHX,602.0,0
5,13,5,420.0,DL,ATL,SDF,321.0,0
4,3,7,435.0,FL,ATL,DFW,732.0,0
11,14,1,671.0,US,CLT,LGA,544.0,0
7,20,4,1344.0,F9,DEN,SEA,1024.0,1
11,10,5,572.0,NW,MEM,MIA,860.0,0
8,18,5,977.0,OO,DEN,ABQ,349.0,0
7,12,3,518.0,DL,LEX,ATL,303.0,0
9,24,7,377.0,CO,DTW,IAH,1076.0,0
9,27,3,955.0,AA,DFW,PHL,1302.0,0
9,24,7,413.0,XE,BOS,EWR,200.0,0
10,1,7,867.0,UA,IAD,BOS,413.0,0
6,7,3,1077.0,UA,PHL,ORD,678.0,0
2,28,2,962.0,WN,LAS,MHT,2356.0,0
3,28,2,690.0,EV,ATW,ATL,765.0,0
3,7,1,1120.0,WN,BWI,RDU,255.0,1
6,10,6,1185.0,WN,SAN,OAK,446.0,0
11,29,2,404.0,UA,ORD,PHX,1440.0,0
11,17,5,443.0,XE,CLE,IAD,288.0,0
10,25,3,392.0,US,BOS,PHX,2300.0,0
10,18,2,495.0,WN,MDW,LAS,1521.0,0
3,29,3,1075.0,NW,MSP,SFO,1589.0,1
9,12,1,1160.0,WN,SEA,SMF,605.0,0
4,19,3,550.0,YV,PHX,SAT,843.0,0
7,25,1,496.0,UA,ORD,DEN,888.0,1
6,4,6,623.0,OO,GJT,DEN,212.0,0
12,23,5,897.0,WN,HOU,BHM,570.0,0
7,13,3,393.0,AS,OAK,SNA,371.0,0
2,15,3,461.0,AS,OAK,PDX,543.0,0
5,28,6,1069.0,EV,ATL,AVP,714.0,0
8,23,2,775.0,WN,RDU,BNA,443.0,0
11,11,6,382.0,MQ,SGF,ORD,438.0,0
10,31,1,1221.0,AA,SDF,DFW,733.0,1
4,5,3,382.0,TZ,DCA,MDW,601.0,0
10,13,5,869.0,US,SEA,PHX,1107.0,0
3,19,7,1260.0,NW,MSP,ORD,334.0,0
7,30,6,385.0,WN,MCO,BNA,616.0,0
4,20,4,534.0,CO,EWR,DCA,199.0,0
7,11,1,1145.0,WN,LAX,SMF,373.0,1
1,14,5,600.0,WN,SAN,MSY,1599.0,0
7,23,7,596.0,DL,ATL,ABQ,1269.0,1
8,10,3,1015.0,US,BOS,LGA,185.0,0
9,27,3,823.0,OH,CVG,MSN,373.0,0
2,2,3,1237.0,AA,MCO,BOS,1121.0,1
7,27,3,720.0,WN,MSY,MCO,550.0,0
10,8,6,701.0,US,RDU,PHL,336.0,0
3,10,4,1263.0,MQ,DFW,ABI,158.0,0
9,23,5,1200.0,WN,LBB,DAL,293.0,0
1,29,7,787.0,B6,JFK,PBI,1028.0,0
6,30,4,1204.0,DL,ATL,PHL,665.0,1
5,9,1,417.0,DL,LAS,ATL,1747.0,0
4,6,4,365.0,OH,TOL,CVG,181.0,0
4,24,7,1093.0,MQ,HPN,ORD,738.0,0
12,5,1,1093.0,CO,EWR,MCO,938.0,0
9,29,5,1171.0,WN,SNA,SJC,342.0,0
3,14,2,885.0,OH,CVG,FSD,701.0,0
10,16,1,902.0,MQ,CMH,RDU,361.0,0
10,16,1,1050.0,EV,ATL,OMA,821.0,1
11,22,3,363.0,DL,PDX,SLC,630.0,0
5,6,5,1301.0,DL,ATL,COS,1185.0,0
1,3,1,995.0,WN,LAS,ABQ,487.0,1
6,11,7,1226.0,UA,ORD,LAX,1745.0,1
11,22,2,1049.0,EV,FNT,ATL,644.0,1
10,11,2,653.0,UA,DEN,LAX,862.0,0
10,31,2,1011.0,CO,CMH,EWR,462.0,0
4,2,7,664.0,UA,ORD,FLL,1182.0,0
9,14,3,402.0,HP,SAN,PHX,304.0,0
12,26,1,1302.0,WN,RDU,BWI,255.0,1
2,5,6,882.0,OO,ACT,IAH,159.0,1
6,12,7,1089.0,CO,MCO,IAH,853.0,0
9,9,6,466.0,NW,MSP,BDL,1050.0,0
7,3,7,1392.0,HP,LAS,MCO,2039.0,1
3,12,7,360.0,OO,SLC,CDC,221.0,0
3,29,2,770.0,NW,PHL,DTW,453.0,0
8,7,1,473.0,AA,MIA,DFW,1121.0,0
4,4,2,903.0,MQ,ORD,ICT,588.0,0
7,30,7,1078.0,XE,CVG,IAH,871.0,0
3,16,3,1175.0,WN,PHL,BDL,196.0,0
8,14,7,947.0,NW,DTW,SEA,1927.0,0
6,11,7,1155.0,EV,BZN,SLC,347.0,0
10,5,4,746.0,US,OAK,PHX,646.0,0
11,12,6,898.0,OH,CVG,PFN,612.0,0
1,23,1,1242.0,CO,EWR,FLL,1065.0,0
3,19,6,813.0,WN,LAS,PHX,256.0,0
5,23,2,972.0,OO,MFR,SLC,575.0,0
5,20,5,568.0,XE,XNA,IAH,438.0,0
11,30,4,1273.0,B6,BUR,JFK,2465.0,0
3,19,7,860.0,XE,CAE,IAH,878.0,0
2,2,3,1004.0,MQ,SAN,LAX,109.0,0
10,22,7,604.0,UA,ORD,LGA,733.0,0
8,1,1,375.0,NW,BTR,MEM,319.0,0
7,21,4,1225.0,WN,OAK,ONT,361.0,0
7,26,3,416.0,WN,FLL,BWI,925.0,0
4,22,6,1005.0,OO,SLC,SGU,269.0,0
7,5,2,404.0,DL,DCA,CVG,411.0,0
9,1,5,1059.0,AA,LGA,BNA,764.0,0
1,7,5,1023.0,DL,LAX,ATL,1946.0,1
10,20,5,646.0,AA,RDU,DFW,1062.0,0
3,20,7,377.0,MQ,SAN,LAX,109.0,0
9,1,5,1116.0,AA,STL,ORD,258.0,1
8,17,4,466.0,DL,ATL,ORF,516.0,0
1,31,1,372.0,UA,DEN,IAD,1452.0,0
11,6,7,469.0,HP,JFK,LAS,2248.0,0
2,13,7,1095.0,NW,DTW,EWR,487.0,1
